Experience,Skills,Education,Certifications,Languages Known,Job Suitability Score
8,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Data Scientist,"English, Russian",79
9,"Python, NLP, Neural Networks",Masters in Statistics,Certified Data Analyst,"English, Russian",87
9,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",44
19,"Java, Spring, Microservices",PhD in AI,Certified Statistician,"English, German",90
15,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Italian",4
10,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Software Developer,"English, Chinese",90
8,"HTML, CSS, JavaScript",Masters in Data Science,Certified Statistician,"English, Japanese",9
19,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Data Analyst,"English, Japanese",5
9,"C++, Algorithms, Data Structures",PhD in AI,Certified AI Specialist,"English, Russian",56
14,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Scientist,"English, French",96
9,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Database Administrator,"English, French",84
1,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Database Administrator,"English, Japanese",50
17,"Java, Spring, Microservices",Masters in Statistics,Certified Software Developer,"English, Spanish",75
18,"Matlab, Statistics, Data Mining",PhD in AI,Certified Statistician,"English, Italian",15
6,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Database Administrator,"English, French",32
5,"SQL, Database Management, ETL",Bachelors in IT,Certified Machine Learning Expert,"English, Chinese",28
8,"Matlab, Statistics, Data Mining",PhD in AI,Certified AI Specialist,"English, Italian",22
2,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Data Analyst,"English, Russian",17
19,"Java, Spring, Microservices",Bachelors in IT,Certified Machine Learning Expert,"English, Japanese",59
11,"HTML, CSS, JavaScript",Bachelors in IT,Certified AI Specialist,"English, Spanish",90
17,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Data Scientist,"English, Italian",71
14,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Data Scientist,"English, Spanish",57
5,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, Chinese",26
20,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Data Analyst,"English, Japanese",25
16,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Data Scientist,"English, Japanese",10
7,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified AI Specialist,"English, German",45
19,"Python, NLP, Neural Networks",PhD in AI,Certified Statistician,"English, Italian",83
18,"Python, NLP, Neural Networks",Bachelors in IT,Certified Data Analyst,"English, Spanish",11
17,"HTML, CSS, JavaScript",Masters in Data Science,Certified Statistician,"English, German",77
19,"HTML, CSS, JavaScript",PhD in AI,Certified Data Analyst,"English, Italian",53
9,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Scientist,"English, Chinese",72
4,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Statistician,"English, Russian",68
8,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Analyst,"English, Chinese",95
6,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Data Analyst,"English, Italian",28
4,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Machine Learning Expert,"English, French",75
1,"Java, Spring, Microservices",PhD in AI,Certified Machine Learning Expert,"English, French",65
19,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",49
15,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Statistician,"English, Russian",47
5,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Software Developer,"English, Japanese",52
2,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Scientist,"English, Italian",88
6,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",54
4,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Data Analyst,"English, German",60
16,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Scientist,"English, Chinese",57
2,"Python, Data Analysis, Machine Learning",PhD in AI,Certified Machine Learning Expert,"English, Russian",47
16,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Italian",31
11,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Database Administrator,"English, Japanese",46
10,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Database Administrator,"English, Spanish",26
17,"Python, NLP, Neural Networks",Bachelors in IT,Certified Software Developer,"English, German",5
12,"SQL, Database Management, ETL",Masters in Statistics,Certified AI Specialist,"English, Spanish",84
7,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Database Administrator,"English, German",52
10,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified Software Developer,"English, Italian",75
14,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Analyst,"English, Russian",54
12,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Data Scientist,"English, Japanese",33
11,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Machine Learning Expert,"English, French",50
16,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Machine Learning Expert,"English, Russian",38
19,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",27
5,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Statistician,"English, German",98
5,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified AI Specialist,"English, French",15
2,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Chinese",96
8,"SQL, Database Management, ETL",PhD in AI,Certified Machine Learning Expert,"English, Chinese",61
1,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Database Administrator,"English, Chinese",21
2,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Statistician,"English, Russian",46
10,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Data Analyst,"English, Russian",69
9,"Python, Data Analysis, Machine Learning",PhD in AI,Certified Database Administrator,"English, Chinese",6
19,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Software Developer,"English, German",38
14,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Spanish",62
10,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Chinese",86
13,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Database Administrator,"English, German",62
3,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified AI Specialist,"English, French",82
5,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Data Analyst,"English, Russian",78
20,"C++, Algorithms, Data Structures",Bachelors in IT,Certified AI Specialist,"English, Chinese",74
8,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Scientist,"English, German",46
19,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Data Analyst,"English, Chinese",13
2,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Data Scientist,"English, Italian",95
1,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Data Scientist,"English, Chinese",94
5,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Software Developer,"English, Russian",3
12,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Statistician,"English, Chinese",94
4,"Python, NLP, Neural Networks",PhD in AI,Certified Software Developer,"English, Japanese",6
5,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Data Analyst,"English, German",93
4,"Python, NLP, Neural Networks",Masters in Statistics,Certified Software Developer,"English, Russian",8
7,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified AI Specialist,"English, Chinese",44
15,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Analyst,"English, French",33
11,"SQL, Database Management, ETL",Masters in Data Science,Certified Data Analyst,"English, Italian",81
13,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified Data Scientist,"English, Chinese",75
12,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Data Scientist,"English, Spanish",77
17,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Software Developer,"English, Chinese",50
20,"Python, NLP, Neural Networks",Masters in Statistics,Certified Software Developer,"English, German",11
13,"HTML, CSS, JavaScript",Masters in Statistics,Certified Machine Learning Expert,"English, French",95
7,"HTML, CSS, JavaScript",PhD in AI,Certified Data Analyst,"English, Chinese",28
11,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Database Administrator,"English, Spanish",70
19,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified AI Specialist,"English, Italian",41
11,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Statistician,"English, Italian",16
16,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified AI Specialist,"English, Spanish",68
1,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",99
18,"Python, NLP, Neural Networks",Masters in Data Science,Certified Machine Learning Expert,"English, Chinese",48
14,"Python, NLP, Neural Networks",PhD in AI,Certified Data Scientist,"English, Russian",56
3,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Data Scientist,"English, Japanese",64
19,"Python, NLP, Neural Networks",Masters in Data Science,Certified Data Analyst,"English, German",59
20,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Japanese",90
7,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Analyst,"English, Russian",62
3,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Statistician,"English, German",76
9,"Java, Spring, Microservices",Bachelors in IT,Certified Data Analyst,"English, French",11
12,"Python, NLP, Neural Networks",PhD in AI,Certified Data Scientist,"English, German",89
18,"C++, Algorithms, Data Structures",PhD in AI,Certified AI Specialist,"English, Spanish",18
10,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Statistician,"English, Chinese",19
7,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified AI Specialist,"English, Spanish",87
9,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Data Analyst,"English, Chinese",55
11,"SQL, Database Management, ETL",Masters in Statistics,Certified AI Specialist,"English, Japanese",82
13,"HTML, CSS, JavaScript",Masters in Data Science,Certified Data Scientist,"English, Chinese",26
13,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Data Scientist,"English, German",6
8,"Python, NLP, Neural Networks",Masters in Data Science,Certified Software Developer,"English, Chinese",4
3,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",29
3,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Data Scientist,"English, French",59
8,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Database Administrator,"English, German",98
18,"C++, Algorithms, Data Structures",PhD in AI,Certified Machine Learning Expert,"English, Chinese",17
18,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Database Administrator,"English, Italian",43
12,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Machine Learning Expert,"English, French",80
2,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Data Analyst,"English, German",66
7,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Database Administrator,"English, Italian",34
10,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Software Developer,"English, Italian",8
6,"Java, Spring, Microservices",Bachelors in IT,Certified Data Scientist,"English, French",13
7,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified AI Specialist,"English, French",8
14,"Python, NLP, Neural Networks",Masters in Data Science,Certified Data Analyst,"English, German",94
6,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Statistician,"English, Spanish",96
5,"Java, Spring, Microservices",PhD in AI,Certified Statistician,"English, Spanish",100
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Software Developer,"English, Spanish",94
8,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Statistician,"English, Russian",65
7,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Software Developer,"English, Spanish",43
10,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",39
15,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified AI Specialist,"English, French",81
10,"R, Data Visualization, Deep Learning",PhD in AI,Certified Machine Learning Expert,"English, Italian",59
6,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Russian",84
9,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, Japanese",88
14,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified AI Specialist,"English, Japanese",86
7,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Database Administrator,"English, French",93
4,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Italian",86
1,"SQL, Database Management, ETL",Bachelors in IT,Certified Data Analyst,"English, Spanish",44
10,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Software Developer,"English, Russian",9
8,"HTML, CSS, JavaScript",Masters in Data Science,Certified Machine Learning Expert,"English, German",37
15,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Software Developer,"English, Japanese",74
19,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Statistician,"English, Italian",36
14,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified AI Specialist,"English, Russian",92
17,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Database Administrator,"English, Spanish",28
13,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Software Developer,"English, German",42
18,"HTML, CSS, JavaScript",Masters in Data Science,Certified Software Developer,"English, Spanish",43
1,"HTML, CSS, JavaScript",Bachelors in IT,Certified AI Specialist,"English, Spanish",85
2,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Machine Learning Expert,"English, Spanish",88
18,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Data Analyst,"English, Spanish",42
11,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Analyst,"English, Italian",66
5,"SQL, Database Management, ETL",Masters in Data Science,Certified AI Specialist,"English, French",55
19,"C++, Algorithms, Data Structures",PhD in AI,Certified Statistician,"English, Spanish",72
9,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Russian",48
13,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Statistician,"English, Spanish",91
19,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Software Developer,"English, Italian",22
2,"HTML, CSS, JavaScript",Masters in Data Science,Certified Statistician,"English, Chinese",27
5,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Machine Learning Expert,"English, Russian",93
3,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified AI Specialist,"English, German",67
16,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Software Developer,"English, Chinese",13
15,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified Data Analyst,"English, German",45
10,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Software Developer,"English, Italian",10
3,"Python, NLP, Neural Networks",Masters in Data Science,Certified Database Administrator,"English, Japanese",100
15,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified AI Specialist,"English, Spanish",9
9,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Data Scientist,"English, German",54
7,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Software Developer,"English, Italian",27
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Chinese",34
10,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Scientist,"English, Japanese",1
7,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Database Administrator,"English, Chinese",32
11,"Matlab, Statistics, Data Mining",PhD in AI,Certified Software Developer,"English, Spanish",89
2,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",93
5,"Java, Spring, Microservices",Bachelors in IT,Certified Database Administrator,"English, Russian",71
8,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Statistician,"English, Russian",67
18,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Statistician,"English, German",84
12,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Database Administrator,"English, French",20
2,"R, Data Visualization, Deep Learning",PhD in AI,Certified Machine Learning Expert,"English, French",94
6,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Software Developer,"English, Russian",35
6,"SQL, Database Management, ETL",Masters in Statistics,Certified Database Administrator,"English, Japanese",99
18,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Data Scientist,"English, Spanish",91
20,"HTML, CSS, JavaScript",PhD in AI,Certified Statistician,"English, French",90
9,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Data Analyst,"English, Italian",78
14,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Machine Learning Expert,"English, Spanish",17
13,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Database Administrator,"English, French",18
11,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Scientist,"English, German",45
6,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, German",93
15,"HTML, CSS, JavaScript",PhD in AI,Certified Machine Learning Expert,"English, Russian",84
11,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified AI Specialist,"English, Italian",53
6,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Data Scientist,"English, Japanese",91
7,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Database Administrator,"English, French",82
7,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified AI Specialist,"English, German",68
5,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified AI Specialist,"English, Russian",65
17,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Machine Learning Expert,"English, Russian",1
5,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Machine Learning Expert,"English, Chinese",58
20,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Statistician,"English, Italian",26
8,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Statistician,"English, Spanish",20
1,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Analyst,"English, Japanese",87
5,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Data Analyst,"English, Spanish",10
1,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Italian",59
5,"HTML, CSS, JavaScript",PhD in AI,Certified AI Specialist,"English, Chinese",75
11,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Database Administrator,"English, Spanish",41
13,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",5
19,"C++, Algorithms, Data Structures",Masters in Statistics,Certified Software Developer,"English, French",65
4,"Python, NLP, Neural Networks",Masters in Data Science,Certified Software Developer,"English, Chinese",17
7,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified AI Specialist,"English, Japanese",22
7,"Java, Spring, Microservices",Bachelors in IT,Certified Software Developer,"English, Italian",98
1,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Database Administrator,"English, Russian",41
8,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Software Developer,"English, German",93
1,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Data Analyst,"English, Chinese",68
8,"SQL, Database Management, ETL",Masters in Data Science,Certified Machine Learning Expert,"English, German",69
7,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Software Developer,"English, Italian",11
9,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Statistician,"English, French",56
14,"Python, NLP, Neural Networks",PhD in AI,Certified Machine Learning Expert,"English, Chinese",51
15,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Statistician,"English, Italian",21
15,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Analyst,"English, German",99
3,"Python, NLP, Neural Networks",Masters in Data Science,Certified Software Developer,"English, French",76
4,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified Statistician,"English, German",26
14,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Database Administrator,"English, German",19
15,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Software Developer,"English, French",60
12,"HTML, CSS, JavaScript",PhD in AI,Certified Statistician,"English, Italian",71
1,"HTML, CSS, JavaScript",Bachelors in IT,Certified Data Analyst,"English, German",47
15,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Machine Learning Expert,"English, Italian",71
14,"HTML, CSS, JavaScript",Masters in Data Science,Certified Software Developer,"English, Chinese",26
5,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Data Analyst,"English, Spanish",40
16,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Software Developer,"English, French",5
20,"R, Data Visualization, Deep Learning",PhD in AI,Certified Data Analyst,"English, Chinese",21
20,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Data Analyst,"English, Japanese",78
12,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Database Administrator,"English, Spanish",4
11,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified AI Specialist,"English, Italian",23
8,"Matlab, Statistics, Data Mining",PhD in AI,Certified Database Administrator,"English, German",84
2,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Data Analyst,"English, Russian",15
6,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Data Scientist,"English, Russian",93
9,"Python, NLP, Neural Networks",Masters in Statistics,Certified Database Administrator,"English, Italian",8
12,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Machine Learning Expert,"English, German",41
7,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Database Administrator,"English, Chinese",19
2,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, Chinese",46
3,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Statistician,"English, Chinese",28
6,"SAS, Predictive Modeling, Data Wrangling",Masters in Computer Engineering,Certified Statistician,"English, Japanese",91
8,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Italian",68
19,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Data Analyst,"English, French",15
18,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Statistician,"English, Russian",99
9,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified Statistician,"English, Spanish",37
16,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified AI Specialist,"English, Chinese",1
6,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Statistician,"English, Russian",67
8,"AWS, Cloud Computing, DevOps",Bachelors in Computer Science,Certified Database Administrator,"English, Italian",24
1,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Data Analyst,"English, French",27
7,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Statistician,"English, Japanese",40
9,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Data Analyst,"English, Chinese",63
5,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Data Scientist,"English, French",61
2,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Scientist,"English, French",36
5,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified AI Specialist,"English, Russian",98
18,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Russian",93
10,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Statistician,"English, Russian",24
15,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Statistician,"English, French",24
3,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Software Developer,"English, Italian",4
19,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Database Administrator,"English, Spanish",67
1,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Database Administrator,"English, Italian",34
3,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",57
15,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Italian",49
6,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Data Analyst,"English, Chinese",87
6,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Statistician,"English, Spanish",53
5,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",23
10,"Java, Spring, Microservices",PhD in AI,Certified Data Analyst,"English, Chinese",69
2,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Database Administrator,"English, Italian",95
12,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Statistician,"English, French",53
2,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified AI Specialist,"English, French",62
15,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Machine Learning Expert,"English, Russian",41
14,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Database Administrator,"English, German",57
9,"HTML, CSS, JavaScript",Bachelors in IT,Certified Software Developer,"English, Russian",60
18,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified AI Specialist,"English, Italian",54
15,"Java, Spring, Microservices",PhD in AI,Certified Data Scientist,"English, German",70
4,"HTML, CSS, JavaScript",PhD in AI,Certified Software Developer,"English, German",57
16,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified AI Specialist,"English, French",10
16,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Statistician,"English, Japanese",40
11,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Machine Learning Expert,"English, Chinese",7
9,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Data Scientist,"English, German",38
14,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Software Developer,"English, Russian",85
4,"Python, NLP, Neural Networks",Bachelors in IT,Certified Data Analyst,"English, Spanish",61
20,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified Data Scientist,"English, Japanese",84
20,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, French",3
6,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",51
9,"Python, Data Analysis, Machine Learning",Masters in Computer Engineering,Certified AI Specialist,"English, Italian",86
2,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Data Scientist,"English, Spanish",47
13,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified AI Specialist,"English, Italian",68
12,"Python, NLP, Neural Networks",Masters in Statistics,Certified Data Scientist,"English, French",92
18,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Software Developer,"English, Japanese",76
8,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Data Scientist,"English, Italian",38
18,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Statistician,"English, German",36
15,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Database Administrator,"English, Chinese",41
5,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Data Scientist,"English, Italian",69
16,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Data Analyst,"English, Russian",13
5,"C++, Algorithms, Data Structures",PhD in AI,Certified Data Scientist,"English, Japanese",87
11,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",58
17,"Java, Spring, Microservices",Bachelors in IT,Certified Data Analyst,"English, Spanish",50
3,"Python, NLP, Neural Networks",Bachelors in Mathematics,Certified Database Administrator,"English, French",30
6,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Database Administrator,"English, Japanese",62
5,"Python, Data Analysis, Machine Learning",PhD in AI,Certified AI Specialist,"English, German",25
